id,state,state_original,under_18,total_arrests,total_arrests_per_capita,violent_crimes,violent_crimes_per_capita,property_crimes,property_crimes_per_capita,murder_and_nonnegligent_manslaughter,murder_and_nonnegligent_manslaughter_per_capita,forcible_rape,forcible_rape_per_capita,robbery,robbery_per_capita,aggravated_assault,aggravated_assault_per_capita,burglary,burglary_per_capita,larceny_theft,larceny_theft_per_capita,motor_vehicle_theft,motor_vehicle_theft_per_capita,arson,arson_per_capita,other_assults,other_assults_per_capita,forgery_and_counterfeiting,forgery_and_counterfeiting_per_capita,fraud,fraud_per_capita,embezzlement,embezzlement_per_capita,stolen_property,stolen_property_per_capita,vandalism,vandalism_per_capita,weapons_posession,weapons_posession_per_capita,prostitution,prostitution_per_capita,sex_offenses,sex_offenses_per_capita,drug_abuse_violations,drug_abuse_violations_per_capita,gambling,gambling_per_capita,offenses_against_family_and_children,offenses_against_family_and_children_per_capita,dui,dui_per_capita,liquor_laws,liquor_laws_per_capita,drunkenness,drunkenness_per_capita,disorderly_conduct,disorderly_conduct_per_capita,vagrancy,vagrancy_per_capita,all_others,all_others_per_capita,suspicion,suspicion_per_capita,curfew_and_loitering,curfew_and_loitering_per_capita,runaways,runaways_per_capita,number_of_agencies,estimated_population,year
516,LOUISIANA,LOUISIANA,0,122931,53.35,7741,3.36,21778,9.45,182,0.08,222,0.10,937,0.41,6400,2.78,3791,1.65,17310,7.51,577,0.25,100,0.04,14414,6.26,354,0.15,1217,0.53,20,0.01,1300,0.56,2102,0.91,1519,0.66,447,0.19,563,0.24,15748,6.83,75,0.03,863,0.37,5259,2.28,4898,2.13,2751,1.19,9572,4.15,180,0.08,31706,13.76,297,0.13,127,0.06,NULL,NULL,0,2304044,2012
517,MAINE,MAINE,1,5351,4.04,68,0.05,1421,1.07,1,0.00,5,0.00,17,0.01,45,0.03,224,0.17,1087,0.82,71,0.05,39,0.03,739,0.56,4,0.00,13,0.01,1,0.00,10,0.01,399,0.30,32,0.02,2,0.00,52,0.04,517,0.39,1,0.00,1,0.00,53,0.04,894,0.67,2,0.00,185,0.14,0,0.00,889,0.67,0,0.00,68,0.05,NULL,NULL,179,1325207,2012
518,MAINE,MAINE,0,51052,38.52,770,0.58,8260,6.23,19,0.01,51,0.04,233,0.18,467,0.35,1302,0.98,6618,4.99,264,0.20,76,0.06,6364,4.80,284,0.21,659,0.50,55,0.04,199,0.15,1472,1.11,406,0.31,56,0.04,277,0.21,5544,4.18,3,0.00,121,0.09,5834,4.40,3887,2.93,27,0.02,1883,1.42,14,0.01,14869,11.22,0,0.00,68,0.05,NULL,NULL,0,1325207,2012
519,MISSISSIPPI,MISSISSIPPI,0,94386,61.48,1724,1.12,10320,6.72,83,0.05,127,0.08,406,0.26,1108,0.72,1894,1.23,8032,5.23,347,0.23,47,0.03,9605,6.26,513,0.33,1355,0.88,559,0.36,694,0.45,887,0.58,841,0.55,193,0.13,246,0.16,10678,6.95,172,0.11,3346,2.18,10221,6.66,1486,0.97,4841,3.15,6294,4.10,50,0.03,29894,19.47,110,0.07,357,0.23,NULL,NULL,0,1535347,2012
520,MISSISSIPPI,MISSISSIPPI,1,7364,4.80,108,0.07,1712,1.12,8,0.01,13,0.01,45,0.03,42,0.03,350,0.23,1296,0.84,62,0.04,4,0.00,1105,0.72,0,0.00,44,0.03,2,0.00,79,0.05,171,0.11,110,0.07,3,0.00,31,0.02,643,0.42,8,0.01,331,0.22,67,0.04,168,0.11,62,0.04,1200,0.78,7,0.00,1149,0.75,7,0.00,357,0.23,NULL,NULL,91,1535347,2012
521,MINNESOTA,MINNESOTA8,0,0,0.00,0,0.00,24025,5.11,44,0.01,0,0.00,579,0.12,2598,0.55,2331,0.50,20612,4.39,928,0.20,154,0.03,12600,2.68,843,0.18,1748,0.37,33,0.01,1477,0.31,3002,0.64,931,0.20,297,0.06,1076,0.23,15087,3.21,15,0.00,338,0.07,22278,4.74,14549,3.10,0,0.00,9381,2.00,19,0.00,21996,4.68,0,0.00,84,0.02,NULL,NULL,0,4698199,2012
522,MINNESOTA,MINNESOTA8,1,0,0.00,0,0.00,6276,1.34,3,0.00,0,0.00,174,0.04,389,0.08,474,0.10,5464,1.16,248,0.05,90,0.02,2206,0.47,23,0.00,62,0.01,3,0.00,296,0.06,1033,0.22,231,0.05,1,0.00,238,0.05,2601,0.55,2,0.00,9,0.00,260,0.06,3692,0.79,0,0.00,2770,0.59,0,0.00,3247,0.69,0,0.00,84,0.02,NULL,NULL,322,4698199,2012
523,MICHIGAN,MICHIGAN,0,252589,27.58,11537,1.26,33189,3.62,157,0.02,557,0.06,2003,0.22,8820,0.96,5386,0.59,25928,2.83,1612,0.18,263,0.03,27750,3.03,529,0.06,4282,0.47,825,0.09,1626,0.18,3088,0.34,3843,0.42,386,0.04,859,0.09,31823,3.47,45,0.00,4029,0.44,29206,3.19,14450,1.58,317,0.03,8561,0.93,216,0.02,75481,8.24,0,0.00,547,0.06,NULL,NULL,0,9159042,2012
524,MICHIGAN,MICHIGAN,1,24166,2.64,1339,0.15,6537,0.71,14,0.00,69,0.01,409,0.04,847,0.09,1061,0.12,5059,0.55,353,0.04,64,0.01,3231,0.35,8,0.00,265,0.03,12,0.00,268,0.03,753,0.08,531,0.06,10,0.00,207,0.02,2722,0.30,9,0.00,8,0.00,325,0.04,2406,0.26,1,0.00,947,0.10,0,0.00,4040,0.44,0,0.00,547,0.06,NULL,NULL,535,9159042,2012
525,MASSACHUSETTS,MASSACHUSETTS,0,137532,22.46,10719,1.75,18900,3.09,52,0.01,243,0.04,1590,0.26,8834,1.44,3486,0.57,14741,2.41,563,0.09,110,0.02,21656,3.54,571,0.09,1329,0.22,143,0.02,1450,0.24,3217,0.53,1311,0.21,941,0.15,547,0.09,11599,1.89,19,0.00,1818,0.30,8541,1.39,4111,0.67,7027,1.15,6881,1.12,3,0.00,36695,5.99,52,0.01,2,0.00,NULL,NULL,0,6123817,2012
526,MASSACHUSETTS,MASSACHUSETTS,1,11018,1.80,1066,0.17,1835,0.30,2,0.00,14,0.00,236,0.04,814,0.13,439,0.07,1271,0.21,73,0.01,52,0.01,2089,0.34,6,0.00,27,0.00,2,0.00,181,0.03,603,0.10,168,0.03,5,0.00,69,0.01,505,0.08,0,0.00,126,0.02,74,0.01,816,0.13,152,0.02,781,0.13,0,0.00,2505,0.41,6,0.00,2,0.00,NULL,NULL,302,6123817,2012
527,MARYLAND,MARYLAND,0,214837,40.14,9665,1.81,27862,5.21,218,0.04,336,0.06,2989,0.56,6122,1.14,6083,1.14,19861,3.71,1619,0.30,299,0.06,24108,4.50,802,0.15,1288,0.24,266,0.05,162,0.03,3205,0.60,3189,0.60,1116,0.21,1143,0.21,39733,7.42,206,0.04,1929,0.36,16769,3.13,5725,1.07,5,0.00,6025,1.13,102,0.02,71074,13.28,247,0.05,216,0.04,NULL,NULL,0,5351617,2012
528,MARYLAND,MARYLAND,1,23556,4.40,1633,0.31,6098,1.14,13,0.00,40,0.01,789,0.15,791,0.15,1180,0.22,4360,0.81,441,0.08,117,0.02,4468,0.83,47,0.01,28,0.01,4,0.00,7,0.00,1016,0.19,567,0.11,15,0.00,187,0.03,3421,0.64,18,0.00,5,0.00,93,0.02,820,0.15,0,0.00,1050,0.20,11,0.00,3831,0.72,21,0.00,216,0.04,NULL,NULL,150,5351617,2012
529,IDAHO,IDAHO,0,64164,40.54,1482,0.94,7225,4.56,19,0.01,90,0.06,100,0.06,1273,0.80,1057,0.67,5894,3.72,195,0.12,79,0.05,5444,3.44,159,0.10,419,0.26,50,0.03,218,0.14,1152,0.73,525,0.33,27,0.02,300,0.19,6848,4.33,0,0.00,710,0.45,9097,5.75,3998,2.53,478,0.30,2185,1.38,8,0.01,23462,14.82,0,0.00,377,0.24,NULL,NULL,0,1582856,2012
530,ILLINOIS,ILLINOIS7,1,21693,7.58,2334,0.82,4336,1.52,37,0.01,55,0.02,1155,0.40,1087,0.38,843,0.29,2660,0.93,813,0.28,20,0.01,3195,1.12,2,0.00,20,0.01,0,0.00,15,0.01,956,0.33,903,0.32,10,0.00,44,0.02,4156,1.45,429,0.15,10,0.00,16,0.01,146,0.05,0,0.00,2401,0.84,0,0.00,2574,0.90,0,0.00,146,0.05,NULL,NULL,2,2860675,2012
531,CALIFORNIA,CALIFORNIA,0,1228185,32.82,103122,2.76,144300,3.86,1594,0.04,1642,0.04,16676,0.45,83210,2.22,51443,1.37,78489,2.10,13303,0.36,1065,0.03,78755,2.10,5693,0.15,7054,0.19,1074,0.03,19007,0.51,18488,0.49,25841,0.69,10484,0.28,11139,0.30,194290,5.19,460,0.01,266,0.01,172345,4.61,15241,0.41,94445,2.52,8831,0.24,6143,0.16,305725,8.17,0,0.00,5482,0.15,NULL,NULL,0,37416909,2012
532,CALIFORNIA,CALIFORNIA,1,115682,3.09,9178,0.25,27322,0.73,100,0.00,148,0.00,3464,0.09,5466,0.15,9366,0.25,15831,0.42,1718,0.05,407,0.01,13016,0.35,113,0.00,271,0.01,19,0.00,2102,0.06,6205,0.17,5037,0.13,229,0.01,1448,0.04,10326,0.28,28,0.00,6,0.00,736,0.02,2901,0.08,2287,0.06,5373,0.14,232,0.01,23371,0.62,0,0.00,5482,0.15,NULL,NULL,685,37416909,2012
533,ARKANSAS,ARKANSAS,0,137962,54.96,4137,1.65,16680,6.65,119,0.05,172,0.07,626,0.25,3220,1.28,2743,1.09,13532,5.39,352,0.14,53,0.02,11635,4.64,821,0.33,1824,0.73,46,0.02,1057,0.42,1430,0.57,1158,0.46,255,0.10,184,0.07,11083,4.42,21,0.01,258,0.10,9226,3.68,2414,0.96,9433,3.76,3453,1.38,524,0.21,62029,24.71,0,0.00,294,0.12,NULL,NULL,0,2510046,2012
534,ARKANSAS,ARKANSAS,1,9939,3.96,385,0.15,2694,1.07,9,0.00,20,0.01,111,0.04,245,0.10,522,0.21,2110,0.84,53,0.02,9,0.00,1583,0.63,10,0.00,24,0.01,3,0.00,91,0.04,293,0.12,118,0.05,3,0.00,42,0.02,884,0.35,1,0.00,1,0.00,81,0.03,316,0.13,157,0.06,854,0.34,0,0.00,2105,0.84,0,0.00,294,0.12,NULL,NULL,212,2510046,2012
535,ARIZONA,ARIZONA,0,256968,43.22,8101,1.36,38802,6.53,235,0.04,220,0.04,1836,0.31,5810,0.98,4315,0.73,32314,5.44,1535,0.26,638,0.11,23323,3.92,1659,0.28,2037,0.34,213,0.04,1209,0.20,10437,1.76,2281,0.38,679,0.11,1489,0.25,27273,4.59,2,0.00,2580,0.43,31263,5.26,16947,2.85,1,0.00,14071,2.37,1148,0.19,71019,11.95,0,0.00,2434,0.41,NULL,NULL,0,5945274,2012
536,ARIZONA,ARIZONA,1,32428,5.45,997,0.17,7267,1.22,7,0.00,31,0.01,289,0.05,670,0.11,1077,0.18,5822,0.98,295,0.05,73,0.01,4117,0.69,15,0.00,64,0.01,9,0.00,99,0.02,2250,0.38,223,0.04,7,0.00,265,0.04,4282,0.72,0,0.00,280,0.05,317,0.05,3581,0.60,0,0.00,2087,0.35,22,0.00,4112,0.69,0,0.00,2434,0.41,NULL,NULL,80,5945274,2012
537,ALASKA,ALASKA,0,29690,63.86,1618,3.48,3602,7.75,16,0.03,86,0.18,203,0.44,1313,2.82,309,0.66,3055,6.57,203,0.44,35,0.08,3864,8.31,63,0.14,158,0.34,104,0.22,18,0.04,770,1.66,225,0.48,38,0.08,275,0.59,1547,3.33,1,0.00,240,0.52,2951,6.35,1837,3.95,64,0.14,928,2.00,1,0.00,11374,24.46,1,0.00,11,0.02,NULL,NULL,0,464937,2012
538,ALASKA,ALASKA,1,2559,5.50,127,0.27,767,1.65,0,0.00,3,0.01,16,0.03,108,0.23,87,0.19,622,1.34,45,0.10,13,0.03,297,0.64,1,0.00,4,0.01,14,0.03,6,0.01,125,0.27,26,0.06,0,0.00,29,0.06,321,0.69,0,0.00,0,0.00,28,0.06,430,0.92,10,0.02,28,0.06,0,0.00,335,0.72,0,0.00,11,0.02,NULL,NULL,30,464937,2012
539,ALABAMA,ALABAMA4,0,1918,23.30,23,0.28,489,5.94,1,0.01,1,0.01,14,0.17,7,0.09,24,0.29,462,5.61,3,0.04,0,0.00,243,2.95,6,0.07,22,0.27,20,0.24,18,0.22,4,0.05,16,0.19,0,0.00,4,0.05,306,3.72,0,0.00,0,0.00,286,3.47,8,0.10,135,1.64,17,0.21,0,0.00,321,3.90,0,0.00,0,0.00,NULL,NULL,0,82332,2012
540,ALABAMA,ALABAMA4,1,132,1.60,5,0.06,61,0.74,0,0.00,1,0.01,3,0.04,1,0.01,10,0.12,50,0.61,1,0.01,0,0.00,23,0.28,0,0.00,1,0.01,0,0.00,2,0.02,0,0.00,1,0.01,0,0.00,0,0.00,25,0.30,0,0.00,0,0.00,1,0.01,2,0.02,0,0.00,7,0.09,0,0.00,4,0.05,0,0.00,0,0.00,NULL,NULL,1,82332,2012
541,COLORADO,COLORADO,1,26333,5.60,546,0.12,5435,1.16,2,0.00,49,0.01,128,0.03,367,0.08,471,0.10,4635,0.99,205,0.04,124,0.03,1500,0.32,9,0.00,59,0.01,2,0.00,95,0.02,1160,0.25,321,0.07,6,0.00,150,0.03,2996,0.64,0,0.00,52,0.01,326,0.07,2752,0.59,42,0.01,2192,0.47,0,0.00,7256,1.54,0,0.00,1434,0.31,NULL,NULL,204,4700965,2012
542,COLORADO,COLORADO,0,213769,45.47,5375,1.14,23128,4.92,116,0.02,333,0.07,868,0.18,4058,0.86,2177,0.46,19726,4.20,1002,0.21,223,0.05,13604,2.89,655,0.14,1491,0.32,103,0.02,770,0.16,4963,1.06,1743,0.37,307,0.07,619,0.13,15953,3.39,0,0.00,3092,0.66,26180,5.57,11766,2.50,1385,0.29,8970,1.91,302,0.06,91929,19.56,0,0.00,1434,0.31,NULL,NULL,0,4700965,2012
543,CONNECTICUT,CONNECTICUT,1,10853,3.20,583,0.17,2163,0.64,4,0.00,31,0.01,274,0.08,274,0.08,451,0.13,1568,0.46,112,0.03,32,0.01,2836,0.84,15,0.00,42,0.01,10,0.00,59,0.02,484,0.14,163,0.05,1,0.00,128,0.04,761,0.22,3,0.00,37,0.01,43,0.01,121,0.04,0,0.00,1938,0.57,0,0.00,1458,0.43,0,0.00,8,0.00,NULL,NULL,97,3388202,2012
544,IDAHO,IDAHO,1,9876,6.24,163,0.10,2245,1.42,1,0.00,8,0.01,17,0.01,137,0.09,279,0.18,1835,1.16,74,0.05,57,0.04,928,0.59,4,0.00,24,0.02,1,0.00,45,0.03,419,0.26,132,0.08,0,0.00,82,0.05,1030,0.65,0,0.00,8,0.01,113,0.07,1017,0.64,72,0.05,404,0.26,0,0.00,2812,1.78,0,0.00,377,0.24,NULL,NULL,102,1582856,2012
545,HAWAII,HAWAII,0,8832,55.63,267,1.68,972,6.12,3,0.02,22,0.14,76,0.48,166,1.05,163,1.03,699,4.40,106,0.67,4,0.03,505,3.18,18,0.11,6,0.04,0,0.00,0,0.00,56,0.35,108,0.68,15,0.09,32,0.20,892,5.62,34,0.21,6,0.04,879,5.54,149,0.94,0,0.00,122,0.77,0,0.00,4703,29.62,0,0.00,68,0.43,NULL,NULL,0,158760,2012
546,HAWAII,HAWAII,1,617,3.89,37,0.23,123,0.77,0,0.00,1,0.01,24,0.15,12,0.08,17,0.11,94,0.59,12,0.08,0,0.00,15,0.09,0,0.00,0,0.00,0,0.00,0,0.00,2,0.01,10,0.06,0,0.00,0,0.00,131,0.83,0,0.00,1,0.01,5,0.03,52,0.33,0,0.00,3,0.02,0,0.00,170,1.07,0,0.00,68,0.43,NULL,NULL,1,158760,2012
547,GEORGIA,GEORGIA,0,330261,37.41,13663,1.55,50380,5.71,408,0.05,311,0.04,2829,0.32,10115,1.15,8215,0.93,40239,4.56,1721,0.19,205,0.02,33107,3.75,4051,0.46,5496,0.62,418,0.05,3247,0.37,4124,0.47,3500,0.40,1614,0.18,3829,0.43,42889,4.86,385,0.04,4059,0.46,27903,3.16,9710,1.10,3202,0.36,25067,2.84,938,0.11,91804,10.40,168,0.02,707,0.08,NULL,NULL,0,8827198,2012
548,GEORGIA,GEORGIA,1,34441,3.90,1680,0.19,9194,1.04,33,0.00,31,0.00,565,0.06,1051,0.12,1908,0.22,6804,0.77,414,0.05,68,0.01,5035,0.57,84,0.01,230,0.03,8,0.00,420,0.05,828,0.09,605,0.07,28,0.00,521,0.06,2994,0.34,9,0.00,235,0.03,185,0.02,1010,0.11,58,0.01,3140,0.36,84,0.01,7372,0.84,14,0.00,707,0.08,NULL,NULL,422,8827198,2012
549,FLORIDA,FLORIDA4  6,0,960086,49.77,41610,2.16,125581,6.51,707,0.04,1620,0.08,8298,0.43,30985,1.61,26451,1.37,93335,4.84,5444,0.28,351,0.02,85915,4.45,3034,0.16,14988,0.78,910,0.05,3133,0.16,6881,0.36,6177,0.32,4753,0.25,2797,0.14,127919,6.63,330,0.02,0,0.00,44894,2.33,26954,1.40,0,0.00,0,0.00,0,0.00,464210,24.06,0,0.00,0,0.00,NULL,NULL,0,19290951,2012
550,FLORIDA,FLORIDA4  6,1,78195,4.05,4824,0.25,23188,1.20,52,0.00,196,0.01,1622,0.08,2954,0.15,6854,0.36,14985,0.78,1230,0.06,119,0.01,11892,0.62,51,0.00,436,0.02,6,0.00,211,0.01,1414,0.07,1022,0.05,41,0.00,227,0.01,8812,0.46,27,0.00,0,0.00,197,0.01,1202,0.06,0,0.00,0,0.00,0,0.00,24645,1.28,0,0.00,0,0.00,NULL,NULL,618,19290951,2012
551,DELAWARE,DELAWARE,0,39680,43.28,2387,2.60,8017,8.74,26,0.03,67,0.07,596,0.65,1698,1.85,1233,1.34,6608,7.21,142,0.15,34,0.04,7990,8.71,493,0.54,1911,2.08,188,0.21,384,0.42,922,1.01,327,0.36,39,0.04,211,0.23,5463,5.96,3,0.00,244,0.27,292,0.32,1903,2.08,550,0.60,1973,2.15,830,0.91,5471,5.97,0,0.00,82,0.09,NULL,NULL,0,916825,2012
552,DELAWARE,DELAWARE,1,4562,4.98,356,0.39,1140,1.24,1,0.00,8,0.01,135,0.15,212,0.23,223,0.24,866,0.94,32,0.03,19,0.02,1135,1.24,3,0.00,91,0.10,3,0.00,54,0.06,184,0.20,67,0.07,1,0.00,53,0.06,500,0.55,0,0.00,0,0.00,0,0.00,222,0.24,14,0.02,256,0.28,0,0.00,401,0.44,0,0.00,82,0.09,NULL,NULL,52,916825,2012
553,CONNECTICUT,CONNECTICUT,0,110186,32.52,4438,1.31,16280,4.80,134,0.04,209,0.06,1299,0.38,2796,0.83,2694,0.80,12884,3.80,584,0.17,118,0.03,21308,6.29,616,0.18,1182,0.35,168,0.05,450,0.13,2199,0.65,1227,0.36,371,0.11,598,0.18,9651,2.85,71,0.02,1514,0.45,8612,2.54,608,0.18,22,0.01,12796,3.78,55,0.02,28012,8.27,0,0.00,8,0.00,NULL,NULL,0,3388202,2012
554,WYOMING,WYOMING,0,30404,58.43,458,0.88,2509,4.82,13,0.02,27,0.05,29,0.06,389,0.75,266,0.51,2121,4.08,86,0.17,36,0.07,2691,5.17,51,0.10,183,0.35,3,0.01,54,0.10,605,1.16,92,0.18,18,0.03,120,0.23,3036,5.83,1,0.00,248,0.48,4147,7.97,3007,5.78,2557,4.91,1004,1.93,16,0.03,9315,17.90,12,0.02,277,0.53,NULL,NULL,0,520353,2012
555,WYOMING,WYOMING,1,3973,7.64,27,0.05,667,1.28,2,0.00,2,0.00,7,0.01,16,0.03,53,0.10,579,1.11,20,0.04,15,0.03,425,0.82,1,0.00,2,0.00,0,0.00,4,0.01,166,0.32,35,0.07,2,0.00,23,0.04,592,1.14,1,0.00,5,0.01,42,0.08,656,1.26,9,0.02,127,0.24,7,0.01,905,1.74,0,0.00,277,0.53,NULL,NULL,56,520353,2012
556,TEXAS,TEXAS,1,110740,4.39,3592,0.14,23334,0.93,49,0.00,263,0.01,1007,0.04,2273,0.09,3777,0.15,18633,0.74,749,0.03,175,0.01,16851,0.67,137,0.01,315,0.01,20,0.00,127,0.01,3119,0.12,868,0.03,78,0.00,628,0.02,14006,0.56,8,0.00,64,0.00,592,0.02,3610,0.14,2279,0.09,13730,0.54,375,0.01,21616,0.86,0,0.00,5391,0.21,NULL,NULL,989,25224224,2012
557,TENNESSEE,TENNESSEE,0,356340,60.77,16800,2.87,44154,7.53,261,0.04,378,0.06,2171,0.37,13990,2.39,6852,1.17,34996,5.97,2087,0.36,219,0.04,31990,5.46,2174,0.37,7908,1.35,782,0.13,719,0.12,4414,0.75,3568,0.61,2174,0.37,842,0.14,43448,7.41,289,0.05,2368,0.40,26858,4.58,7995,1.36,20224,3.45,10847,1.85,13,0.00,127180,21.69,0,0.00,1593,0.27,NULL,NULL,0,5863606,2012
558,TENNESSEE,TENNESSEE,1,28273,4.82,1721,0.29,5825,0.99,4,0.00,93,0.02,417,0.07,1207,0.21,1056,0.18,4442,0.76,252,0.04,75,0.01,4840,0.83,31,0.01,142,0.02,11,0.00,53,0.01,1141,0.19,521,0.09,5,0.00,167,0.03,2647,0.45,56,0.01,33,0.01,146,0.02,1018,0.17,270,0.05,2725,0.46,0,0.00,5328,0.91,0,0.00,1593,0.27,NULL,NULL,438,5863606,2012
559,SOUTH DAKOTA,SOUTH DAKOTA,0,35365,47.29,769,1.03,3865,5.17,10,0.01,67,0.09,49,0.07,643,0.86,389,0.52,3294,4.40,152,0.20,30,0.04,3926,5.25,75,0.10,674,0.90,52,0.07,106,0.14,580,0.78,164,0.22,49,0.07,71,0.09,4372,5.85,0,0.00,436,0.58,5816,7.78,4599,6.15,106,0.14,2184,2.92,292,0.39,7082,9.47,0,0.00,147,0.20,NULL,NULL,0,747870,2012
560,SOUTH DAKOTA,SOUTH DAKOTA,1,5682,7.60,68,0.09,1169,1.56,3,0.00,10,0.01,8,0.01,47,0.06,108,0.14,993,1.33,53,0.07,15,0.02,453,0.61,3,0.00,35,0.05,8,0.01,38,0.05,175,0.23,47,0.06,2,0.00,26,0.03,816,1.09,0,0.00,207,0.28,84,0.11,967,1.29,16,0.02,365,0.49,0,0.00,1056,1.41,0,0.00,147,0.20,NULL,NULL,111,747870,2012
561,SOUTH CAROLINA,SOUTH CAROLINA,0,169384,41.19,7257,1.76,27199,6.61,261,0.06,320,0.08,1320,0.32,5356,1.30,4665,1.13,21598,5.25,776,0.19,160,0.04,18126,4.41,1723,0.42,4477,1.09,319,0.08,1986,0.48,2731,0.66,1966,0.48,528,0.13,543,0.13,27174,6.61,167,0.04,940,0.23,17906,4.35,7624,1.85,9324,2.27,13064,3.18,687,0.17,25581,6.22,0,0.00,62,0.02,NULL,NULL,0,4112716,2012
562,SOUTH CAROLINA,SOUTH CAROLINA,1,14385,3.50,611,0.15,3810,0.93,12,0.00,39,0.01,188,0.05,372,0.09,759,0.18,2902,0.71,104,0.03,45,0.01,2332,0.57,16,0.00,75,0.02,3,0.00,135,0.03,441,0.11,364,0.09,13,0.00,106,0.03,2159,0.52,0,0.00,11,0.00,99,0.02,551,0.13,94,0.02,1931,0.47,0,0.00,1572,0.38,0,0.00,62,0.02,NULL,NULL,306,4112716,2012
563,RHODE ISLAND,RHODE ISLAND,0,33191,31.79,901,0.86,3638,3.48,10,0.01,69,0.07,172,0.16,650,0.62,728,0.70,2757,2.64,123,0.12,30,0.03,4353,4.17,120,0.11,549,0.53,115,0.11,415,0.40,1106,1.06,404,0.39,74,0.07,104,0.10,3665,3.51,6,0.01,129,0.12,2548,2.44,656,0.63,5,0.00,2990,2.86,1,0.00,11384,10.90,0,0.00,28,0.03,NULL,NULL,0,1044186,2012
564,RHODE ISLAND,RHODE ISLAND,1,3705,3.55,129,0.12,743,0.71,0,0.00,20,0.02,44,0.04,65,0.06,178,0.17,521,0.50,21,0.02,23,0.02,550,0.53,1,0.00,10,0.01,4,0.00,80,0.08,242,0.23,131,0.13,0,0.00,27,0.03,411,0.39,0,0.00,76,0.07,12,0.01,68,0.07,1,0.00,662,0.63,0,0.00,530,0.51,0,0.00,28,0.03,NULL,NULL,47,1044186,2012
565,PENNSYLVANIA,PENNSYLVANIA,0,433863,35.41,23412,1.91,62665,5.11,548,0.04,947,0.08,6432,0.52,15485,1.26,9959,0.81,49597,4.05,2543,0.21,566,0.05,45280,3.70,2509,0.20,6866,0.56,440,0.04,2749,0.22,9279,0.76,4154,0.34,2139,0.17,2584,0.21,55610,4.54,136,0.01,1276,0.10,49103,4.01,19481,1.59,24734,2.02,48505,3.96,726,0.06,55293,4.51,0,0.00,16922,1.38,NULL,NULL,0,12251464,2012
566,TEXAS,TEXAS,0,1009136,40.01,30245,1.20,129856,5.15,708,0.03,1724,0.07,6365,0.25,21448,0.85,17029,0.68,108304,4.29,3985,0.16,538,0.02,105747,4.19,5558,0.22,10205,0.40,429,0.02,858,0.03,10796,0.43,10222,0.41,7009,0.28,4087,0.16,133110,5.28,527,0.02,5159,0.20,85436,3.39,21803,0.86,111370,4.42,29385,1.16,1482,0.06,300461,11.91,0,0.00,5391,0.21,NULL,NULL,0,25224224,2012
567,UTAH,UTAH,1,19053,6.82,277,0.10,4850,1.74,4,0.00,52,0.02,46,0.02,175,0.06,310,0.11,4365,1.56,138,0.05,37,0.01,1752,0.63,36,0.01,38,0.01,1,0.00,151,0.05,1130,0.40,309,0.11,10,0.00,322,0.12,1799,0.64,4,0.00,8,0.00,72,0.03,1420,0.51,166,0.06,1235,0.44,1,0.00,4365,1.56,0,0.00,1107,0.40,NULL,NULL,125,2794195,2012
568,UTAH,UTAH,0,117185,41.94,2045,0.73,19502,6.98,32,0.01,154,0.06,373,0.13,1486,0.53,1315,0.47,17697,6.33,408,0.15,82,0.03,10613,3.80,761,0.27,817,0.29,26,0.01,875,0.31,3741,1.34,1291,0.46,104,0.04,871,0.31,12710,4.55,10,0.00,1324,0.47,6061,2.17,8009,2.87,3993,1.43,3999,1.43,16,0.01,39310,14.07,0,0.00,1107,0.40,NULL,NULL,0,2794195,2012
569,WISCONSIN,WISCONSIN,0,324207,60.33,8481,1.58,38666,7.20,151,0.03,559,0.10,1639,0.31,6132,1.14,4136,0.77,33269,6.19,1091,0.20,170,0.03,18315,3.41,1170,0.22,3773,0.70,198,0.04,1715,0.32,8620,1.60,3715,0.69,383,0.07,2779,0.52,26073,4.85,138,0.03,2514,0.47,29126,5.42,24830,4.62,1,0.00,45856,8.53,2550,0.47,100855,18.77,0,0.00,4449,0.83,NULL,NULL,0,5373766,2012
570,WISCONSIN,WISCONSIN,1,63281,11.78,1318,0.25,10107,1.88,13,0.00,104,0.02,504,0.09,697,0.13,1111,0.21,8559,1.59,370,0.07,67,0.01,3087,0.57,31,0.01,126,0.02,13,0.00,578,0.11,2729,0.51,808,0.15,20,0.00,1059,0.20,3650,0.68,53,0.01,209,0.04,315,0.06,4838,0.90,0,0.00,11483,2.14,16,0.00,18392,3.42,0,0.00,4449,0.83,NULL,NULL,359,5373766,2012
571,WEST VIRGINIA,WEST VIRGINIA,0,46364,34.15,1750,1.29,6465,4.76,43,0.03,61,0.04,201,0.15,1445,1.06,940,0.69,5251,3.87,229,0.17,45,0.03,5512,4.06,388,0.29,711,0.52,130,0.10,316,0.23,854,0.63,354,0.26,73,0.05,150,0.11,6647,4.90,3,0.00,100,0.07,5654,4.16,1697,1.25,2067,1.52,1081,0.80,12,0.01,12354,9.10,0,0.00,46,0.03,NULL,NULL,0,1357601,2012
572,WEST VIRGINIA,WEST VIRGINIA,1,1678,1.24,73,0.05,413,0.30,2,0.00,5,0.00,18,0.01,48,0.04,55,0.04,336,0.25,18,0.01,4,0.00,271,0.20,4,0.00,3,0.00,1,0.00,9,0.01,65,0.05,13,0.01,1,0.00,9,0.01,177,0.13,0,0.00,1,0.00,19,0.01,107,0.08,12,0.01,39,0.03,0,0.00,415,0.31,0,0.00,46,0.03,NULL,NULL,256,1357601,2012
